,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Modified.Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Modified.Employment.Length,Modified.Interest.Rate,Label
1931,14400,5325,36 months,credit_card,0.2304,MO,MORTGAGE,4583.33,687.0,13,17568,4.0,12.0,0.1418,Normal Interest Rate
1932,12000,12000,36 months,home_improvement,0.0507,WI,MORTGAGE,2916.67,672.0,13,10360,2.0,5.0,0.1629,Higher Interest Rate
1933,8800,8800,36 months,debt_consolidation,0.09570000000000001,IL,RENT,3833.33,697.0,4,8130,1.0,4.0,0.1427,Normal Interest Rate
1934,5000,5000,36 months,credit_card,0.1779,OK,MORTGAGE,3333.33,697.0,9,5330,0.0,6.0,0.09759999999999999,Lower Interest Rate
1935,7500,7475,36 months,home_improvement,0.0751,TX,MORTGAGE,7083.33,802.0,9,2245,7.0,8.0,0.1099,Lower Interest Rate
1936,7200,7200,60 months,other,0.02,NY,RENT,5500.0,662.0,13,2130,0.0,9.0,0.1991,Higher Interest Rate
1937,30000,30000,36 months,debt_consolidation,0.1542,NJ,RENT,8333.33,682.0,21,29060,1.0,8.0,0.1531,Higher Interest Rate
1938,5000,4985.44,36 months,debt_consolidation,0.114,CT,OWN,4166.67,757.0,6,16666,1.0,5.0,0.07139999999999999,Lower Interest Rate
1939,30000,30000,36 months,debt_consolidation,0.179,IL,RENT,8791.67,662.0,13,28012,2.0,6.0,0.2278,Higher Interest Rate
1940,20000,20000,36 months,debt_consolidation,0.1495,TX,MORTGAGE,10416.67,722.0,12,26179,2.0,1.0,0.11710000000000001,Normal Interest Rate
1941,2400,2400,36 months,other,0.17,WA,RENT,2700.0,692.0,3,3418,1.0,3.0,0.1677,Higher Interest Rate
1942,30000,30000,36 months,debt_consolidation,0.22210000000000002,SD,MORTGAGE,8000.0,717.0,14,33218,0.0,12.0,0.1016,Lower Interest Rate
1943,24000,23665.54,60 months,debt_consolidation,0.1741,DC,RENT,7695.08,807.0,6,1502,0.0,9.0,0.0962,Lower Interest Rate
1944,17500,17500,36 months,debt_consolidation,0.1094,UT,MORTGAGE,25000.0,732.0,9,34545,0.0,6.0,0.08900000000000001,Lower Interest Rate
1945,8450,8450,36 months,small_business,0.2198,CA,OWN,2083.33,662.0,14,7352,2.0,3.0,0.18489999999999998,Higher Interest Rate
1947,5000,5000,60 months,debt_consolidation,0.11289999999999999,NC,MORTGAGE,3083.0,712.0,5,1073,2.0,2.0,0.1399,Normal Interest Rate
1948,3600,3575,36 months,debt_consolidation,0.1907,CO,RENT,1500.0,717.0,7,4298,0.0,0.5,0.0691,Lower Interest Rate
1949,15875,15818.07,60 months,debt_consolidation,0.221,CA,RENT,3000.0,722.0,5,14289,2.0,2.0,0.1528,Higher Interest Rate
1951,20000,20000,36 months,debt_consolidation,0.152,CA,RENT,4583.33,722.0,15,16575,2.0,5.0,0.11710000000000001,Normal Interest Rate
1953,8000,7950,36 months,home_improvement,0.12539999999999998,IL,MORTGAGE,3500.0,727.0,8,6834,2.0,5.0,0.079,Lower Interest Rate
1954,25000,25000,36 months,debt_consolidation,0.0173,OR,RENT,7500.0,767.0,4,4329,0.0,4.0,0.079,Lower Interest Rate
1955,15000,15000,36 months,debt_consolidation,0.1359,CA,MORTGAGE,9583.33,737.0,10,13427,3.0,5.0,0.08900000000000001,Lower Interest Rate
1956,1400,1400,36 months,vacation,0.27140000000000003,NV,MORTGAGE,4683.33,732.0,6,6466,0.0,2.0,0.09759999999999999,Lower Interest Rate
1957,9950,9925,36 months,debt_consolidation,0.2421,MI,MORTGAGE,2500.0,707.0,17,16618,1.0,12.0,0.1311,Normal Interest Rate
1958,3000,3000,36 months,wedding,0.0475,IL,OWN,4166.67,712.0,9,7321,3.0,6.0,0.09910000000000001,Lower Interest Rate
1959,10400,10400,36 months,credit_card,0.1892,MA,RENT,3333.33,692.0,11,11964,0.0,12.0,0.12119999999999999,Normal Interest Rate
1960,14550,14550,36 months,debt_consolidation,0.2134,WA,MORTGAGE,4583.33,687.0,7,20141,0.0,12.0,0.1311,Normal Interest Rate
1961,7000,7000,36 months,debt_consolidation,0.3179,SC,MORTGAGE,3916.67,697.0,9,11648,3.0,12.0,0.12119999999999999,Normal Interest Rate
1962,35000,35000,60 months,credit_card,0.2238,IL,MORTGAGE,13333.33,692.0,12,46937,0.0,3.0,0.1972,Higher Interest Rate
1963,3725,3725,36 months,credit_card,0.1857,NY,RENT,11666.67,697.0,21,43987,0.0,12.0,0.1059,Lower Interest Rate
1964,3900,3900,36 months,debt_consolidation,0.0755,HI,MORTGAGE,2583.33,687.0,8,3724,0.0,1.0,0.12119999999999999,Normal Interest Rate
1965,18000,18000,60 months,debt_consolidation,0.06280000000000001,MD,MORTGAGE,7500.0,692.0,8,20675,1.0,12.0,0.1905,Higher Interest Rate
1966,7500,0,36 months,credit_card,0.11410000000000001,AL,MORTGAGE,3750.0,687.0,15,5148,7.0,6.0,0.1103,Lower Interest Rate
1967,3600,3600,36 months,vacation,0.13449999999999998,NY,RENT,8750.0,672.0,8,51176,1.0,1.0,0.1677,Higher Interest Rate
1968,5400,200,36 months,educational,0.03,GA,RENT,666.67,762.0,4,1321,0.0,0.5,0.0775,Lower Interest Rate
1969,4000,4000,36 months,debt_consolidation,0.1629,TX,MORTGAGE,3750.0,667.0,7,13284,1.0,4.0,0.1727,Higher Interest Rate
1970,20000,20000,60 months,debt_consolidation,0.1796,RI,MORTGAGE,4500.0,737.0,13,22946,1.0,12.0,0.12689999999999999,Normal Interest Rate
1971,4075,4075,36 months,home_improvement,0.2341,NC,MORTGAGE,3750.0,772.0,6,34103,1.0,6.0,0.0542,Lower Interest Rate
1972,4200,4175,36 months,car,0.1016,NC,MORTGAGE,3041.67,812.0,4,1548,0.0,12.0,0.08900000000000001,Lower Interest Rate
1973,24000,23950,36 months,debt_consolidation,0.29460000000000003,NH,MORTGAGE,10737.5,662.0,26,34602,2.0,12.0,0.2489,Higher Interest Rate
1974,10000,10000,36 months,major_purchase,0.0501,MD,MORTGAGE,13750.0,777.0,12,4357,0.0,12.0,0.0603,Lower Interest Rate
1975,6000,6000,36 months,debt_consolidation,0.1572,KS,RENT,5083.33,672.0,11,10373,0.0,4.0,0.1409,Normal Interest Rate
1976,6000,6000,36 months,credit_card,0.2096,TX,MORTGAGE,4183.33,667.0,10,7335,1.0,4.0,0.1629,Higher Interest Rate
1977,4000,3925,36 months,credit_card,0.12269999999999999,FL,MORTGAGE,8583.33,677.0,9,36943,1.0,12.0,0.1409,Normal Interest Rate
1978,16000,7925,60 months,debt_consolidation,0.1666,MO,MORTGAGE,5500.0,682.0,6,6842,0.0,9.0,0.16449999999999998,Higher Interest Rate
1979,10000,10000,36 months,debt_consolidation,0.2034,MI,RENT,5416.67,677.0,9,8066,0.0,12.0,0.1311,Normal Interest Rate
1980,1200,1200,36 months,other,0.08689999999999999,NY,MORTGAGE,3833.33,732.0,14,350,1.0,7.0,0.0762,Lower Interest Rate
1981,21000,20925,36 months,credit_card,0.1408,CA,RENT,6250.0,732.0,8,21102,0.0,2.0,0.1,Lower Interest Rate
1982,5000,5000,36 months,major_purchase,0.15689999999999998,NY,OWN,5416.67,762.0,11,4979,0.0,12.0,0.0579,Lower Interest Rate
1984,12000,12000,36 months,moving,0.2006,NY,RENT,4166.67,762.0,8,14163,0.0,2.0,0.1433,Normal Interest Rate
1985,12000,11975,36 months,debt_consolidation,0.1278,VA,RENT,10000.0,707.0,9,23474,0.0,0.5,0.079,Lower Interest Rate
1986,18225,18225,36 months,debt_consolidation,0.2335,VA,RENT,3083.33,677.0,6,17128,1.0,3.0,0.17989999999999998,Higher Interest Rate
1987,7000,7000,36 months,debt_consolidation,0.17149999999999999,CA,RENT,4583.33,737.0,13,6897,0.0,5.0,0.0692,Lower Interest Rate
1988,25000,25000,36 months,debt_consolidation,0.1459,MA,MORTGAGE,9000.0,707.0,11,22364,3.0,7.0,0.1427,Normal Interest Rate
1989,18000,18000,36 months,debt_consolidation,0.20559999999999998,CA,RENT,9333.33,677.0,12,37526,1.0,6.0,0.18489999999999998,Higher Interest Rate
1990,6000,6000,36 months,credit_card,0.1957,KS,OWN,4583.33,667.0,13,8077,1.0,1.0,0.1523,Higher Interest Rate
1992,24000,23975,60 months,small_business,0.08960000000000001,OR,RENT,5000.0,707.0,4,323,1.0,12.0,0.17489999999999997,Higher Interest Rate
1993,8400,8400,36 months,debt_consolidation,0.0782,LA,RENT,2083.33,722.0,7,4282,1.0,9.0,0.1074,Lower Interest Rate
1994,25225,25225,36 months,debt_consolidation,0.3077,CA,MORTGAGE,6500.0,717.0,8,11736,0.0,12.0,0.12119999999999999,Normal Interest Rate
1995,6400,6350,36 months,debt_consolidation,0.08109999999999999,NJ,MORTGAGE,5166.67,712.0,5,5815,2.0,12.0,0.1008,Lower Interest Rate
1996,10000,10000,36 months,debt_consolidation,0.1642,FL,MORTGAGE,3416.67,687.0,24,16591,0.0,12.0,0.1496,Higher Interest Rate
1997,25000,25000,60 months,debt_consolidation,0.1797,KS,MORTGAGE,8917.0,732.0,10,22566,1.0,12.0,0.1523,Higher Interest Rate
1998,35000,35000,60 months,debt_consolidation,0.27690000000000003,MD,RENT,8083.33,727.0,15,29300,0.0,12.0,0.1825,Higher Interest Rate
1999,2800,2800,36 months,other,0.2776,VA,RENT,3250.0,702.0,13,22401,0.0,12.0,0.08900000000000001,Lower Interest Rate
2000,24000,9675,36 months,debt_consolidation,0.127,FL,RENT,18483.0,672.0,14,40099,6.0,5.0,0.17149999999999999,Higher Interest Rate
2001,24000,24000,60 months,debt_consolidation,0.2077,VA,RENT,4583.33,667.0,13,28399,1.0,12.0,0.242,Higher Interest Rate
2002,15000,10825,60 months,debt_consolidation,0.1195,AZ,MORTGAGE,1958.33,747.0,8,3584,1.0,2.0,0.0999,Lower Interest Rate
2003,16000,15850,36 months,credit_card,0.17859999999999998,CA,MORTGAGE,6666.67,727.0,7,18659,4.0,5.0,0.1112,Lower Interest Rate
2005,4000,0,36 months,other,0.1074,GA,RENT,3417.0,792.0,11,2775,3.0,1.0,0.0768,Lower Interest Rate
2006,4500,4500,36 months,credit_card,0.1818,UT,RENT,2166.67,702.0,8,5361,0.0,4.0,0.08900000000000001,Lower Interest Rate
2007,14000,14000,36 months,credit_card,0.1953,CT,MORTGAGE,6000.0,767.0,13,4140,0.0,8.0,0.0603,Lower Interest Rate
2008,13250,13250,36 months,debt_consolidation,0.2864,IL,MORTGAGE,5750.0,752.0,12,7174,3.0,8.0,0.0662,Lower Interest Rate
2009,10000,10000,36 months,debt_consolidation,0.184,CA,MORTGAGE,5000.0,687.0,7,13202,0.0,12.0,0.12119999999999999,Normal Interest Rate
2010,3600,3600,36 months,debt_consolidation,0.2716,CA,OWN,3333.33,697.0,15,12153,1.0,12.0,0.12119999999999999,Normal Interest Rate
2011,15000,15000,60 months,debt_consolidation,0.026699999999999998,NY,RENT,7236.67,752.0,3,3335,0.0,2.0,0.1409,Normal Interest Rate
2012,10000,10000,36 months,credit_card,0.0588,CA,MORTGAGE,4166.67,697.0,5,8899,2.0,12.0,0.1349,Normal Interest Rate
2013,16400,12136.46,36 months,small_business,0.1743,VA,MORTGAGE,6074.17,682.0,14,23831,2.0,1.0,0.1379,Normal Interest Rate
2014,18000,17975,36 months,credit_card,0.062400000000000004,IL,MORTGAGE,8333.33,692.0,13,14838,0.0,12.0,0.1348,Normal Interest Rate
2015,20000,20000,36 months,debt_consolidation,0.2735,CA,RENT,5250.0,692.0,11,11343,1.0,6.0,0.1531,Higher Interest Rate
2016,8400,8400,36 months,debt_consolidation,0.1161,CA,RENT,3333.33,672.0,11,2060,0.0,0.5,0.1433,Normal Interest Rate
2017,7200,7200,36 months,debt_consolidation,0.2048,CA,RENT,2500.0,672.0,14,4539,1.0,0.5,0.1727,Higher Interest Rate
2018,15000,15000,36 months,debt_consolidation,0.08560000000000001,MO,RENT,7500.0,742.0,8,8343,1.0,0.5,0.08900000000000001,Lower Interest Rate
2019,7000,7000,36 months,small_business,0.15789999999999998,PA,MORTGAGE,4700.0,702.0,12,7012,0.0,1.0,0.08900000000000001,Lower Interest Rate
2020,6000,6000,36 months,credit_card,0.19329999999999997,IL,RENT,2100.0,717.0,8,2376,0.0,2.0,0.07490000000000001,Lower Interest Rate
2021,35000,35000,60 months,debt_consolidation,0.12539999999999998,PA,MORTGAGE,10416.67,687.0,14,26487,4.0,2.0,0.20489999999999997,Higher Interest Rate
2022,13800,13800,60 months,medical,0.0168,NY,RENT,4166.67,712.0,3,2766,0.0,8.0,0.17489999999999997,Higher Interest Rate
2023,6000,6000,36 months,wedding,0.2075,IL,RENT,3750.0,717.0,12,4318,0.0,12.0,0.079,Lower Interest Rate
2024,2200,-0.01,36 months,credit_card,0.1035,NJ,RENT,3333.33,642.0,10,11606,1.0,3.0,0.1387,Normal Interest Rate
2025,3500,3500,36 months,other,0.22039999999999998,VA,MORTGAGE,7247.0,712.0,11,9592,0.0,0.5,0.079,Lower Interest Rate
2026,7000,7000,36 months,debt_consolidation,0.303,TX,RENT,4333.33,677.0,16,6922,1.0,4.0,0.1777,Higher Interest Rate
2027,25000,25000,60 months,debt_consolidation,0.0131,MN,MORTGAGE,5666.67,702.0,6,92,0.0,12.0,0.1972,Higher Interest Rate
2028,32350,32350,36 months,debt_consolidation,0.2014,CT,OWN,6000.0,662.0,15,39513,1.0,3.0,0.18489999999999998,Higher Interest Rate
2029,7200,7200,36 months,debt_consolidation,0.146,CA,RENT,5000.0,727.0,4,17268,0.0,1.0,0.1349,Normal Interest Rate
2030,12000,12000,36 months,debt_consolidation,0.0646,NY,RENT,13166.67,682.0,8,8426,0.0,5.0,0.1311,Normal Interest Rate
2031,4575,4575,36 months,credit_card,0.2133,TX,OWN,1280.0,692.0,8,9484,0.0,0.5,0.1114,Lower Interest Rate
2032,12800,12800,36 months,debt_consolidation,0.21530000000000002,CA,RENT,4750.0,697.0,16,14291,0.0,0.5,0.12119999999999999,Normal Interest Rate
2033,23400,23400,36 months,debt_consolidation,0.1566,TX,RENT,5580.0,742.0,6,2086,0.0,1.0,0.07490000000000001,Lower Interest Rate
2034,35000,35000,36 months,debt_consolidation,0.2027,VA,MORTGAGE,12083.33,772.0,15,35242,0.0,12.0,0.079,Lower Interest Rate
2035,9000,8975,36 months,debt_consolidation,0.1069,MO,RENT,3750.0,677.0,7,6599,1.0,12.0,0.15810000000000002,Higher Interest Rate
2036,4200,4200,36 months,car,0.1153,GA,RENT,3000.0,697.0,11,10067,0.0,7.0,0.1059,Lower Interest Rate
2037,12000,12000,60 months,home_improvement,0.043,GA,MORTGAGE,3583.33,757.0,5,3942,2.0,2.0,0.1199,Normal Interest Rate
2038,20000,20000,60 months,debt_consolidation,0.1875,VA,MORTGAGE,6266.67,662.0,25,10784,3.0,12.0,0.2376,Higher Interest Rate
2039,21000,20950,60 months,debt_consolidation,0.20309999999999997,FL,MORTGAGE,6750.0,692.0,14,24763,0.0,0.5,0.18789999999999998,Higher Interest Rate
2040,12000,12000,36 months,credit_card,0.14859999999999998,NJ,OWN,4583.33,667.0,12,9145,1.0,12.0,0.1727,Higher Interest Rate
2041,10000,9875,36 months,other,0.16399999999999998,TX,RENT,2250.0,682.0,3,13398,4.0,12.0,0.1409,Normal Interest Rate
2042,18400,18375,60 months,debt_consolidation,0.2253,VA,MORTGAGE,7400.0,707.0,14,10439,2.0,12.0,0.1942,Higher Interest Rate
2043,2500,2500,36 months,debt_consolidation,0.0998,RI,RENT,6250.0,682.0,10,11131,3.0,12.0,0.1199,Normal Interest Rate
2044,6500,6500,36 months,credit_card,0.2284,TX,MORTGAGE,6400.0,732.0,11,7435,0.0,8.0,0.0579,Lower Interest Rate
2045,5500,5500,36 months,home_improvement,0.0233,GA,OWN,7500.0,662.0,3,2530,1.0,7.0,0.1905,Higher Interest Rate
2046,7000,6894.01,36 months,debt_consolidation,0.0664,NJ,MORTGAGE,5000.0,697.0,7,11391,1.0,5.0,0.1253,Normal Interest Rate
2047,9000,9000,36 months,credit_card,0.2522,CA,RENT,5166.67,677.0,14,5852,1.0,12.0,0.1727,Higher Interest Rate
2048,21850,21850,60 months,debt_consolidation,0.2194,MD,OWN,4166.67,712.0,14,20971,0.0,4.0,0.1727,Higher Interest Rate
2049,1000,1000,36 months,debt_consolidation,0.21359999999999998,CA,RENT,4666.67,672.0,16,26558,0.0,12.0,0.1149,Normal Interest Rate
2050,24000,23975,36 months,debt_consolidation,0.15289999999999998,WA,MORTGAGE,6666.67,687.0,13,17521,0.0,5.0,0.1465,Higher Interest Rate
2051,13475,13475,36 months,debt_consolidation,0.2827,FL,MORTGAGE,5666.67,707.0,12,7722,1.0,7.0,0.12119999999999999,Normal Interest Rate
2052,7000,7000,36 months,other,0.3225,NY,RENT,3333.33,667.0,12,35604,3.0,7.0,0.1777,Higher Interest Rate
2053,3800,3800,36 months,debt_consolidation,0.22579999999999997,CA,RENT,3666.67,672.0,11,13883,1.0,0.5,0.1465,Higher Interest Rate
2054,3625,3625,36 months,small_business,0.2175,NY,MORTGAGE,6666.67,722.0,12,3226,5.0,2.0,0.1629,Higher Interest Rate
2055,30000,30000,36 months,debt_consolidation,0.1477,CO,MORTGAGE,9166.67,687.0,20,22299,1.0,0.5,0.1905,Higher Interest Rate
2056,7000,6975,36 months,debt_consolidation,0.2167,NJ,RENT,4166.67,677.0,7,60550,3.0,12.0,0.1411,Normal Interest Rate
2057,5000,5000,36 months,debt_consolidation,0.0728,NY,RENT,8666.67,712.0,9,4572,0.0,1.0,0.079,Lower Interest Rate
2058,2000,2000,36 months,moving,0.2143,NC,RENT,2766.67,672.0,5,2162,3.0,0.5,0.1531,Higher Interest Rate
2059,18000,18000,36 months,credit_card,0.0852,NY,OWN,4250.0,757.0,5,19566,0.0,12.0,0.07490000000000001,Lower Interest Rate
2060,15575,15550,36 months,major_purchase,0.18,TX,MORTGAGE,6250.0,712.0,18,5591,2.0,0.5,0.1367,Normal Interest Rate
2061,21850,21850,60 months,medical,0.2695,IL,MORTGAGE,5833.33,677.0,21,29643,2.0,3.0,0.2328,Higher Interest Rate
2062,24000,24000,36 months,debt_consolidation,0.1586,CA,MORTGAGE,7500.0,672.0,5,2426,0.0,12.0,0.1433,Normal Interest Rate
2063,1900,1900,36 months,home_improvement,0.2329,UT,MORTGAGE,2860.0,672.0,9,24209,2.0,0.5,0.1284,Normal Interest Rate
2064,10000,10000,36 months,home_improvement,0.1117,GA,MORTGAGE,6666.67,697.0,15,14593,1.0,6.0,0.08900000000000001,Lower Interest Rate
2065,12000,12000,36 months,debt_consolidation,0.2876,CT,RENT,5666.67,662.0,21,16822,2.0,3.0,0.1629,Higher Interest Rate
2066,12375,12325,36 months,debt_consolidation,0.2495,AZ,MORTGAGE,4416.67,677.0,7,32725,0.0,9.0,0.1349,Normal Interest Rate
2067,4000,4000,36 months,debt_consolidation,0.2595,WI,MORTGAGE,3333.33,707.0,8,24937,0.0,1.0,0.12119999999999999,Normal Interest Rate
2068,8000,8000,36 months,small_business,0.28559999999999997,MN,RENT,2083.33,672.0,4,9059,0.0,6.0,0.1777,Higher Interest Rate
2069,5500,5400,36 months,credit_card,0.1986,MO,MORTGAGE,3916.67,752.0,15,10254,1.0,0.5,0.07139999999999999,Lower Interest Rate
2070,12000,12000,36 months,debt_consolidation,0.2181,TX,MORTGAGE,5833.33,682.0,10,11074,3.0,2.0,0.17559999999999998,Higher Interest Rate
2071,12000,12000,60 months,home_improvement,0.16670000000000001,GA,MORTGAGE,9166.67,712.0,11,25165,0.0,2.0,0.12990000000000002,Normal Interest Rate
2072,18000,18000,36 months,credit_card,0.17620000000000002,CA,MORTGAGE,5250.0,672.0,11,9379,1.0,5.0,0.1629,Higher Interest Rate
2073,1500,1500,36 months,other,0.20600000000000002,MO,MORTGAGE,5000.0,692.0,15,38176,1.0,4.0,0.12990000000000002,Normal Interest Rate
2074,17000,17000,36 months,car,0.2741,CA,RENT,3083.33,737.0,12,16756,0.0,12.0,0.079,Lower Interest Rate
2075,8000,8000,36 months,vacation,0.0,NY,RENT,7300.0,797.0,2,0,0.0,12.0,0.079,Lower Interest Rate
2076,12000,12000,36 months,debt_consolidation,0.1832,NC,RENT,3916.67,692.0,14,12134,0.0,8.0,0.1311,Normal Interest Rate
2077,6950,6950,36 months,credit_card,0.2071,IL,OWN,4583.33,687.0,7,18814,0.0,12.0,0.1074,Lower Interest Rate
2078,15000,15000,36 months,debt_consolidation,0.16149999999999998,CA,RENT,9166.67,702.0,15,24563,1.0,0.5,0.1433,Normal Interest Rate
2079,5000,5000,36 months,other,0.114,FL,RENT,1666.67,752.0,4,7968,0.0,12.0,0.0751,Lower Interest Rate
2080,9000,9000,36 months,small_business,0.21530000000000002,NC,RENT,3000.0,702.0,6,4602,0.0,0.5,0.1065,Lower Interest Rate
2082,10000,10000,36 months,credit_card,0.0683,MA,RENT,4583.33,707.0,14,13511,0.0,7.0,0.09759999999999999,Lower Interest Rate
2083,35000,35000,60 months,credit_card,0.134,CA,MORTGAGE,9166.67,692.0,7,26633,0.0,1.0,0.1905,Higher Interest Rate
2084,15000,15000,36 months,credit_card,0.1857,CA,MORTGAGE,5000.0,702.0,13,33389,0.0,12.0,0.1016,Lower Interest Rate
2085,13200,13200,36 months,debt_consolidation,0.2875,CA,RENT,3833.33,697.0,9,8568,1.0,12.0,0.1433,Normal Interest Rate
2086,30000,29750.38,60 months,debt_consolidation,0.2003,GA,OWN,6250.0,702.0,2,7143,0.0,12.0,0.1974,Higher Interest Rate
2087,14000,14000,36 months,debt_consolidation,0.0812,CA,OWN,10416.67,732.0,4,4776,0.0,7.0,0.1311,Normal Interest Rate
2088,20000,17724.9,60 months,moving,0.030699999999999998,NC,MORTGAGE,6125.0,757.0,5,17797,0.0,2.0,0.1074,Lower Interest Rate
2089,10000,10000,36 months,debt_consolidation,0.1204,CA,RENT,2791.67,712.0,6,12139,1.0,3.0,0.1465,Higher Interest Rate
2090,10000,10000,36 months,credit_card,0.2602,MA,RENT,3750.0,722.0,8,6891,1.0,4.0,0.1074,Lower Interest Rate
2091,11000,11000,36 months,debt_consolidation,0.078,TX,OWN,3820.27,687.0,7,6844,0.0,2.0,0.11710000000000001,Normal Interest Rate
2092,13250,13225,36 months,credit_card,0.24960000000000002,NJ,RENT,3333.33,702.0,13,16192,0.0,1.0,0.1065,Lower Interest Rate
2093,12000,12000,60 months,small_business,0.1863,NY,RENT,4000.0,687.0,9,11376,0.0,12.0,0.1649,Higher Interest Rate
2094,10000,10000,36 months,debt_consolidation,0.12560000000000002,TX,RENT,2833.33,712.0,5,14087,0.0,5.0,0.1065,Lower Interest Rate
2095,2000,2000,36 months,home_improvement,0.30579999999999996,OH,MORTGAGE,4166.67,672.0,9,3313,1.0,2.0,0.1629,Higher Interest Rate
2096,11200,11200,60 months,debt_consolidation,0.1173,CA,MORTGAGE,3333.33,722.0,8,8747,0.0,12.0,0.1311,Normal Interest Rate
2097,8000,7575,36 months,debt_consolidation,0.044000000000000004,TX,MORTGAGE,2430.0,767.0,5,2783,0.0,2.0,0.0751,Lower Interest Rate
2098,25000,24975,36 months,credit_card,0.11779999999999999,CA,MORTGAGE,25000.0,727.0,14,37719,0.0,7.0,0.1149,Normal Interest Rate
2099,2500,2500,36 months,credit_card,0.062400000000000004,NY,RENT,5416.67,682.0,8,15373,0.0,6.0,0.1349,Normal Interest Rate
2100,7350,7350,36 months,debt_consolidation,0.1985,CA,OWN,3355.05,697.0,19,11626,3.0,12.0,0.12119999999999999,Normal Interest Rate
2101,18800,18800,60 months,debt_consolidation,0.3096,AL,RENT,5000.0,722.0,13,16397,0.0,8.0,0.1433,Normal Interest Rate
2102,18000,17896.62,36 months,wedding,0.0789,TX,MORTGAGE,5833.33,722.0,5,18505,1.0,3.0,0.1442,Normal Interest Rate
2103,16400,16350,60 months,debt_consolidation,0.23600000000000002,FL,RENT,3500.0,727.0,11,16693,1.0,5.0,0.1399,Normal Interest Rate
2104,18825,18825,60 months,credit_card,0.33149999999999996,MI,MORTGAGE,3583.33,692.0,12,13426,0.0,8.0,0.1727,Higher Interest Rate
2105,12500,12500,36 months,credit_card,0.2776,PA,RENT,3416.67,692.0,12,14174,0.0,6.0,0.1311,Normal Interest Rate
2106,3000,3000,36 months,credit_card,0.1607,NJ,OWN,2916.67,662.0,9,6403,0.0,0.5,0.18489999999999998,Higher Interest Rate
2107,25975,25975,60 months,house,0.1551,WA,MORTGAGE,4583.33,737.0,6,3607,0.0,9.0,0.1311,Normal Interest Rate
2108,10000,10000,36 months,debt_consolidation,0.0862,NJ,MORTGAGE,6458.33,672.0,13,7200,0.0,9.0,0.1399,Normal Interest Rate
2109,6000,6000,36 months,debt_consolidation,0.0626,NJ,RENT,11833.33,662.0,21,21567,0.0,5.0,0.1531,Higher Interest Rate
2110,30000,30000,36 months,debt_consolidation,0.0725,CA,MORTGAGE,9000.0,662.0,8,19430,0.0,9.0,0.1531,Higher Interest Rate
2111,18000,17950,36 months,debt_consolidation,0.23850000000000002,TX,MORTGAGE,5166.67,687.0,8,24380,0.0,0.5,0.1446,Normal Interest Rate
2112,10000,7586.93,36 months,credit_card,0.142,CA,MORTGAGE,6666.67,692.0,8,126402,2.0,9.0,0.13470000000000001,Normal Interest Rate
2113,2075,2075,36 months,debt_consolidation,0.22,SC,RENT,2250.0,702.0,5,7195,0.0,2.0,0.1016,Lower Interest Rate
